id_proposta;votos;tema;titulo;proposta;Tópico 1;Tópico 2;Tópico 3;Tópico 4;Tópico 5;topicos corretos?;;;;;;;;
11718;7;III - Direito à Profissionalização, ao Trabalho e à Renda;Implementaçao de cursos profissionalisantes voltados aos jovens de zona rural;Levar até esses jovens ações que possam  gerar fonte de renda, concedendo-lhe acesso a oportunidade de uma vida melhor.;Fonte (29%);Fonte de recursos (27%);Fonte de informação (26%);Fonte de risco (25%);Fonte de recurso (24%);;;;;;;;;
11719;5;III - Direito à Profissionalização, ao Trabalho e à Renda;Criação do Programa Micro Empreendedor Individual Jovem;"Criação do Programa Micro Empreendedor Individual (MEI JOVEM), voltado exclusivamente para o público de 18 à 29 anos.
Sabemos que a juventude em si é sonhadora e tem uma capacidade imensa de empreender. 

Com a criação do MEI JOVEM, seria disponibilizado um canal exclusivo para que jovens empreendedores possam abrir suas Empresas sem burocracia. Espaço esse que disponibilize cursos gratuitos, educação financeira, crédito para empreender, dentre outros mecanismos.";Jovem (25%);Jovem trabalhador (18%);Trabalhador jovem (18%);Executivo jovem (17%);Jovem consumidor (17%);;;;;;;;;
11722;14;XI - Direito à Segurança Pública e ao Acesso à Justiça;Segurança Pública - Iluminação;"Uma iluminação adequada ajuda a prevenir crimes e acidentes, tornando espaços públicos mais visíveis e inibindo ações criminosas. 
Ruas bem iluminadas facilitam a locomoção de pedestres e motoristas durante a noite, reduzindo riscos de acidentes. 
Uma iluminação eficiente cria ambientes mais agradáveis e convidativos, aumentando a sensação de segurança e bem estar.
Espaços públicos bem iluminados permitem que as pessoas realizem atividades recreativas durante a noite.";Iluminação (27%);Bem-estar (24%);Iluminação pública (24%);Serviço de iluminação pública (22%);Programas de bem-estar (22%);;;;;;;;;
11723;13;XI - Direito à Segurança Pública e ao Acesso à Justiça;Segurança Pública - Câmeras em locais estratégicos;"A presença visível de câmeras pode dissuadir ações criminosas, pois os infratores sabem que estão sendo observados. Elas também permitem o monitoramento constante de áreas, facilitando a detecção precoce de atividades suspeitas.
E em caso de incidentes, as imagens capturadas pelas câmeras podem ser utilizadas como evidências valiosas para investigações policiais.
Além, de que Câmeras de segurança em locais públicos podem aumentar a prestação de contas das autoridades e garantir a transparência.";Processo de prestação de contas (21%);Ação de prestação de contas (21%);Prestação de contas (20%);Equipe de tratamento de incidentes de rede (17%);Prestação de contas de campanha eleitoral (17%);;;;;;;;;
11724;6;III - Direito à Profissionalização, ao Trabalho e à Renda;Inserção de jovens indígenas nas atividades do município;Criar mecanismos para que a juventude indígena tenha  acesso a informação e qualificação profissional .;Qualificação profissional (46%);Profissional de informação (40%);Profissional da informação (38%);Indígena (38%);Acesso à informação (38%);;;;;;;;;
11725;14;I - Direito à Cidadania, à Participação Social e Política e à Representação Juvenil;Jovens na sociedade e na política, já!;A proposta visa a criação de políticas públicas que ofertem verbas destinadas à ampliação da participação juvenil em Congressos e parlamentos ,nacionais e internacionais, com o intuito de mobilizá-los em ações políticas que garantam seus direitos e a melhora do contexto social nacional.;Políticas públicas (29%);Políticas nacionais de informação (28%);Políticas públicas de informação (25%);Saúde, políticas públicas (25%);Educação, políticas públicas (24%);;;;;;;;;
11726;10;;Congresso juvenil Afasta de mim esse Cale-se!;"Criação de um congresso juvenil que trabalhará em parceria com o concelho estadual da juventude com o intuito de lutar pelos direitos dos jovens e facilitar a comunicação entre o estado e as regiões estatais.
O nome do congresso é inspirado na música ""Cálice"", de Chico Buarque, escrita durante a ditadura. Seu significado é atribuído à necessidade de fala e expressão, nesse caso, dos jovens!";Congresso nacional (26%);Congresso internacional (24%);Jovens (21%);Congresso (convenção) (21%);Congresso e convenção (21%);;;;;;;;;
11727;8;IX - Direito à Sustentabilidade e ao Meio Ambiente;Coletivos Jovens de Meio Ambiente;Consolidar os Coletivos Jovens de Meio Ambiente como Politica Pública, garantindo a participação/protagonismo da Juventude na agenda socioambiental, buscando assim a construção de sociedades sustentáveis.;Grupo de sociedades (26%);Meio ambiente (25%);Construção pública (24%);Responsabilidade socioambiental (22%);Juventude (22%);;;;;;;;;
11728;12;V - Direito à Saúde;Violência Obstétrica;Políticas públicas voltadas a mulheres que sofrem ou já sofreram tal violência, violência está que vem levando cada dia mais mulheres a depressão e a sua falta de conhecimento torna ainda mais nociva e dificultosa a punição para este tipo de violência;Violência (44%);Não-violência (36%);Violência política (34%);Violência escolar (31%);Violência física (30%);;;;;;;;;
11729;5;IV - Direito à Diversidade e à Igualdade;Criação do fundo nacional de igualdade racial;Garantir orçamento para a realização de atividades da sociedade civil com foco no debate racial, de caráter educacional, cultura e religioso, além da realização de atividades de combate ao racismo nos espaços institucionais da administração pública, desde os órgãos do poder executivo até as unidades educacionais de ensino básico e superior.;Ensino religioso (22%);Poder executivo (22%);Relatório de atividades (21%);Administração educacional (21%);Responsabilidade civil da administração (20%);;;;;;;;;
11730;30;I - Direito à Cidadania, à Participação Social e Política e à Representação Juvenil;Juventude ocupa;Criação de um fundo de incentivo financeiro nos eixos da cultura, empreendedorismo, esporte e projetos sociais, para ampliar ações da sociedade civil voltados para as juventudes.;Incentivo à cultura (29%);Empreendedorismo (27%);Sociedade civil (27%);Sociedade civil (ciências sociais) (26%);Sociedade por ações (24%);;;;;;;;;
11731;4;VI - Direito à Cultura;"Criação do Festival ""Todas As Cores"".";"Criação do FESTIVAL TODAS AS CORES, sob organização da SNJ. Afim de promover uma aproximação maior das juventudes, inclusive a comunidade LGBTQIAPN+. 

O Festival seria realizado em conjunto com  etapas da próxima ConfJuv (a partir da 5° edição).

A ideia do Festival é premiar e incentivar projetos culturais de todos os cantos do País, e fomentar as diversas formas de cultura, movimentos e pensamentos por meio da Arte.

O custeio do Festival viria da SNJ, em conjunto com o Ministério da Cultura.";Festival (54%);Festival de cinema (43%);Cultura da informação (19%);Risco em conjunto (18%);Cultura da Internet (18%);;;;;;;;;
11732;10;II - Direito à Educação;Acesso à justiça e educação;"A aplicação de uma nova matéria na redes públicas e privadas do (s) estado (s) (DIREITO CONSTITUCIONAL E ACESSO À JUSTIÇA). 
Essa matéria poderia ser colocada no lugar de eletivas ou como matéria nas trilhas do novo ensino médio. Visando trazer um maior conhecimento aos jovens sobre seus direitos, deveres e o que está na constituição brasileira. E claro, garantindo a eles um ensino de qualidade.";Matéria (46%);Matéria financeira (35%);Matéria tributária (33%);Matéria de ordem pública (31%);Matéria legislativa (31%);;;;;;;;;
11733;6;IV - Direito à Diversidade e à Igualdade;Delegacias de Combate a Homofobia;"Criação de uma Delegacia especializada para combater os Crimes relacionados a Homofobia, Transfobia e Lesbofobia, e demais crimes contra pessoas LGBTQIAPN+.

Em cumprimento a Lei 10.948/2001 e a Lei n 7.716/1989, do qual tipificam a Homofobia como crime de Racismo.

Levar para todo o Brasil, pelo menos uma Delegacia Especializada por Estado,para tratar e investigarem os crimes cometidos contra a Comunidade LGBTQIAPN+. 

Bem como treinar as Polícias Civil e Militar, para lidar com tais crimes...";Crimes contra os índios (42%);Crimes contra indígenas (36%);Concurso de crimes (33%);Crimes de trânsito (32%);Conexão de crimes (30%);;;;;;;;;
11734;49;II - Direito à Educação;Garantindo o Futuro dos Bolsistas do ProUni: Uma Política de Reformulação, Permanência e Conclusão.;Após 18 anos de criação do ProUni, persiste o dilema da não garantia da permanência dos bolsistas na Educação Superior Privada, resultando na promessa não cumprida do diploma. Portanto, é vital criar uma política que garanta igualdade de oportunidades, com ênfase na permanência e conclusão dos cursos, enfrentando os obstáculos financeiros e acadêmicos pelos Bolsistas do ProUni.;Igualdade na educação (22%);Igualdade de oportunidades (educação) (20%);Promessa política (19%);Taxa de permanência (19%);Bolsa-permanência (19%);;;;;;;;;
11735;4;II - Direito à Educação;InovaJovem: Democratizando o Acesso à Tecnologia e Inovação para a Juventude;O projeto InovaJovem tem como objetivo democratizar e estimular o acesso dos jovens ao universo da tecnologia, promovendo a inclusão de jovens residentes nas 10 cidades mais violentas do Brasil para a juventude, com idades entre 15 e 29 anos., a cursos de tecnologia e inovação, visando estimular seu desenvolvimento pessoal e profissional, modalidades: tecnólogo, técnico, e de longa duração.;Tecnologia (25%);Jovens (24%);Política de tecnologia (22%);Tecnologia de processo (21%);Tecnologia de apoio (21%);;;;;;;;;
11736;45;IV - Direito à Diversidade e à Igualdade;Leis de incentivo e editais para juventudes de terreiro e de comunidades tradicionais;Que todos os ministérios possam criar editais e leis de incentivo que contemple as juventudes de terreiro e de comunidades tradicionais, para que esse recursos possam auxiliar e turbinar projetos já existentes nessas comunidades;Comunidades (32%);Povos e comunidades tradicionais (28%);Comunidades quilombolas (20%);Auxiliar de ensino (20%);Auxiliar de biblioteca (18%);;;;;;;;;
11737;6;I - Direito à Cidadania, à Participação Social e Política e à Representação Juvenil;Interiorização das Políticas Públicas, Orçamento e Participação dos Municípios com menos de 50 mil Habitantes.;Tendo em vista que se observar 60% dos Municípios tem menos de 20 mil habitantes. Criar ferramentas para os editais ter o alcance e chegar até esses municípios é um desafio que estamos colocando nessa Conferência.;Conferência (23%);Conferência internacional (19%);Desafio da complexidade (19%);Fundo de Participação dos Municípios (18%);Associação de municípios (18%);;;;;;;;;
11738;5;II - Direito à Educação;Estratégias para Fortalecer as Relações Escolares, Combater a Violência, Evasão Escolar e a Fome no Ambiente Escolar;"Para fomentar um âmbito escolar seguro e de conexão entre professores e alunos, incentiva-se a implementação de itinerários humanizados. Ademais, sugere-se a criação de programas preventivos de intervenção, identificando estudantes em risco de evasão e oferecendo suporte acadêmico e emocional. Conclusivamente, preconiza-se a condução da alimentação de férias, viabilizando refeições para estudantes em vulnerabilidade alimentar durante os períodos de recesso.

Por: Jovens Líderes pela Paz (JLPP)";Programas preventivos de saúde (22%);Direito de recesso (20%);Programas preventivos (19%);Serviços preventivos de saúde (17%);Evasão escolar (17%);;;;;;;;;
11741;6;VII - Direito à Comunicação e à Liberdade de Expressão;Políticas de incentivo a comunicação social sobre o Estatuto da Juventude;"Essa proposta tem como objetivo que o Estado financie e amplie a participação social juvenil ao concretizar o Direito a Comunicação e à Liberdade de Expressão, fortalecendo a comunicação social e o debate juvenil frente aos desafios de conhecer e entender a Lei 12.852 de 2013 na realidade; reconhecer os movimentos de rua como ferramentas principais de expressão e comunicação de direitos.";Liberdade de expressão (36%);Comunicação (35%);Política de comunicação (32%);Sistema de comunicação (32%);Processo de comunicação (32%);;;;;;;;;
11742;38;III - Direito à Profissionalização, ao Trabalho e à Renda;Qualifica Jovem Nacional;O Qualifica Jovem Nacional, é um programa de qualificação profissional para os jovens brasileiros que ainda não obteve o primeiro emprego. Jovens que estão ou já terminaram o Ensino Médio, .Com o objetivo de qualificar os jovens para o mercado de trabalho, principalmente, para buscar o primeiro emprego.;Jovens (40%);Ensino de primeiro grau (28%);Emprego (27%);Professor de ensino de primeiro grau (26%);Educação de jovens e adultos (25%);;;;;;;;;
11743;4;;Aumento das cotas em universidades públicas;Que possamos ter justiça para entra na faculdade, que possa ter mais vagas de cotas de que ampla concorrência.;Faculdade (28%);Política de cotas (26%);Sistema de cotas (26%);Concorrência pública (25%);Direito da concorrência (25%);;;;;;;;;
11746;4;III - Direito à Profissionalização, ao Trabalho e à Renda;Erradicação do Trabalho Escravo;"Criação de Políticas Públicas para garantir emprego e renda para a Juventude nos estados e municípios, erradicando o trabalho escravo, principalmente nos estados mais pobres da federação.

Fiscalização das empresas que praticam, trabalho escravo e proibição de contratar no Poder Público";Trabalho escravo (51%);Escravo (46%);Federação de Estados (33%);Trabalho, políticas públicas (28%);Criação de trabalho (26%);;;;;;;;;
11747;2;V - Direito à Saúde;Fortalecendo a saúde emocional do jovem!;Implementar e cofinanciar serviços, programas ou projetos que desenvolvam ações de prevenção, ações em grupos de convivência ou individuais que contribuam no atendimento integral, no fortalecimento da saúde emocional, na autorresponsabilidade e no protagonismo juvenil. Hoje, após pandemia evidenciou o aumento de casos de jovens com diversos transtornos emocionais, os quais interferem no desenvolvimento biopsicossocial dos mesmo e como consequência a evasão escolar, a medicalização, suicidio, etc;Ações (21%);Ações de estado (19%);Evasão escolar (18%);Mercado de ações (18%);Concurso de ações (17%);;;;;;;;;
11748;11;III - Direito à Profissionalização, ao Trabalho e à Renda;Programa com ensino proficionalizante dentro do ensino EJA;Programa onde a rede municipal e estadual, permita jovens e adultos do programa de ensino EJA tenha o ensino integrado à um curso profissionalizante garantindo o mesmo uma qualificação para o mercado de trabalho.;Ensino profissionalizante (39%);Ensino integrado (37%);Programa de curso (36%);Programa de trabalho (34%);Curso profissionalizante (34%);;;;;;;;;
11749;10;V - Direito à Saúde;Garantia de Medidas de Prevenção ao Suicídio da População Jovem através do acesso a recursos de saúde mental e do apoio emocional e governamental;Objetiva-se propor  a prevenção e o combate ao suicídio entre a população jovem por meio da criação e publicização de campanhas de conscientização sobre a saúde mental, direcionadas especificamente à este público, em escolas, universidades, centros de lazer, espaços comunitários e através de meios de comunicação. Ale´m de assegurar o acesso gratuito, universal e integral a serviços de saúde mental de qualidade para a população jovem, incluindo aconselhamento, terapia e tratamento psiquiátrico.;Saúde mental (30%);Aconselhamento de saúde (29%);Campanhas de saúde (27%);Jovem (27%);Serviços de saúde (26%);;;;;;;;;
11750;13;I - Direito à Cidadania, à Participação Social e Política e à Representação Juvenil;Implantação semana da inclusão para pessoas com deficiência.;Uma semana onde o estado e os município deverão proporcionar a jovens portadores de deficiência, uma semana com atividades, palestras, rodas de conversas e ofinas. Momentos esse para que se sintam acolhido e tenham seus direitos garantido!;Limitação de fim de semana (25%);Direitos da pessoa com deficiência (17%);Município (15%);Jovens (14%);Pessoa com deficiência (13%);;;;;;;;;
11751;9;V - Direito à Saúde;Desenvolver campanha de conscientização direcionada aos jovens com o objetivo de reduzir as principais Infecções Sexualmente Transmissíveis (ISTs);Essa proprosta visa informar, educar e incentivar práticas de sexo seguro neste público, com foco na prevenção das ISTs. Criar materiais educativos atraentes, como vídeos, infográficos, panfletos e conteúdo online.Enfatizar a importância do uso de preservativos em todas as relações sexuais para prevenir ISTs. Criar materiais educativos atraentes, como vídeos, infográficos, panfletos e conteúdo online.Enfatizar a importância do uso de preservativos em todas as relações sexuais para prevenir ISTs.;Relações sexuais (27%);Práticas sexuais (22%);Bibliotecas de vídeos (18%);Preservativos femininos (17%);Gestão de conteúdo (16%);;;;;;;;;
11753;12;X - Direito ao Território e à Mobilidade;Garantia de ACESSO GRATUITO AO TRANSPORTE PÚBLICO municipal, para todos os estudantes de instituições de ensino e jovens em vulnerabilidade econômica;O Estado deve garantir o acesso universal, seguro e gratuito ao transporte público para a população jovem em todas as regiões do país. Deve ser estabelecido, a todos os jovens brasileiros em situação de vulnerabilidade econômica, um sistema de gratuidade para garantir o acesso dos estudantes até a sua instituição de ensino, e o seu retorno seguro para o seu lar, de modo a garantir o seu direito a mobilidade, e o seu acesso ao transporte público de qualidade.;Seguro de transporte (36%);Seguro transporte (32%);Direito de acesso (30%);Sistema de acesso (29%);Transporte público (27%);;;;;;;;;
11754;10;II - Direito à Educação;Reduzir a evasão escolar entre os jovens brasileiros e garantir seu direito e acesso integral à educação;Ofertar medidas de apoio que abordem as causas subjacentes da evasão e promovam a permanência na escola. Estabelecer equipes de psicólogos e assistentes sociais nas escolas para oferecer apoio emocional e social aos alunos. Introduzir aulas de educação socioemocional para ajuda-los a desenvolver habilidades de autoconhecimento, autogerenciamento, empatia e relacionamento interpessoal. Realizar campanhas de conscientização sobre a importância da educação e os e os riscos da evasão escolar.;Evasão escolar (29%);Evasão de talentos (23%);Evasão de cientistas (22%);Evasão de presos (22%);Evasão fiscal (22%);;;;;;;;;
11755;9;I - Direito à Cidadania, à Participação Social e Política e à Representação Juvenil;Acessibilidade como motor de cidadania;Desenvolver políticas de acessibilidade para garantir que jovens com deficiência tenham igualdade de acesso à participação.;Acessibilidade para pessoas com deficiência (48%);Projeto de acessibilidade (33%);Igualdade de educação (32%);Direito à igualdade (28%);Igualdade de oportunidades (28%);;;;;;;;;
11756;8;II - Direito à Educação;Ciência como ferramenta de promoção da igualdade;Criar programas de mentoria para jovens mulheres em áreas sub-representadas, como ciência e tecnologia.;Ciência e tecnologia (37%);Política de ciência e tecnologia (33%);Ciência e tecnologia de alimentos (31%);Sub-região (31%);Carreira de pesquisa em ciência e tecnologia (29%);;;;;;;;;
11757;7;III - Direito à Profissionalização, ao Trabalho e à Renda;Empregabilidade das pessoas PCD;Estabelecer programas de capacitação específicos para jovens com deficiência no mercado de trabalho.;Mercado de trabalho (44%);Mercado do trabalho (37%);Negros no mercado de trabalho (36%);Capacitação (33%);Saúde de grupos específicos (32%);;;;;;;;;
11758;7;III - Direito à Profissionalização, ao Trabalho e à Renda;Empreendedorismo para todos;Desenvolver programas de educação financeira e empreendedorismo em centros de convivência para jovens de baixa renda.;Baixa renda (38%);População de baixa renda (38%);Educação financeira (37%);Empreendedorismo (37%);Convivência (36%);;;;;;;;;
11759;6;X - Direito ao Território e à Mobilidade;Direito ao acesso dos espaços para pessoas PCD;Desenvolver aplicativos de transporte acessíveis para jovens com deficiência.;Aplicativos (48%);Desenvolvimento de aplicativos (43%);Jovens (33%);Transporte (32%);Pessoa com deficiência (31%);;;;;;;;;
11760;6;XI - Direito à Segurança Pública e ao Acesso à Justiça;Segurança para pessoas em situação de vulnerabilidade;Incentivar a denúncia de discriminação e violência de gênero por meio de canais seguros e confidenciais.;Discriminação (30%);Discriminação de renda (30%);Gênero (29%);Denúncia de irregularidades (27%);Denúncia de pleito (26%);;;;;;;;;
11761;7;VII - Direito à Comunicação e à Liberdade de Expressão;Educação para o combate a desinformação;Promover a educação midiática nas escolas, ensinando os jovens a discernir informações confiáveis.;Jovens (23%);Educação de jovens e adultos (21%);Guerra de informações (20%);Processamento de informações (19%);Assédio nas escolas (19%);;;;;;;;;
11762;6;V - Direito à Saúde;Atendimento humanizado nas redes de saúde;Capacitar profissionais de saúde para lidar com questões de identidade de gênero e orientação sexual de forma respeitosa.;Transtorno sexual e da identidade de gênero (45%);Identidade de gênero (45%);Transtorno de Identidade de Gênero (42%);Orientação sexual (40%);Identidade sexual (39%);;;;;;;;;
11763;5;III - Direito à Profissionalização, ao Trabalho e à Renda;"Programa ""Juventude Conectada 5.O""";"Compreendendo os avanços do Marco Civil da Internet, o Programa ""Juventude Conectada 5.0"" vislumbra a parceria do Governo Federal e Instituições de ensino em busca de garantir bolsas de estudos para jovens de 15 à 29 anos para estudos sobre tecnologias da informação, inteligência artificial, programação e sociologia da informação. O programa está relacionado ao direito à cidadania digital e educação digital.";Estudos de usuários da informação (34%);Tecnologias da informação (30%);Programa de recuperação da informação (29%);Busca de informação (28%);Direito de informação (27%);;;;;;;;;
11764;4;XII - Sistema Nacional de Juventude - SINAJUVE;0,5% (meio porcento) do PIB para a Juventude ;Somente com verba carimbada poderemos  ter a certeza que haverá orçamento para desenvolver políticas públicas para a Juventude através das secretárias Municipais,, Estaduais e Nacional.;Políticas públicas (24%);Juventude (22%);Orçamento (21%);Saúde, políticas públicas (21%);Educação, políticas públicas (21%);;;;;;;;;
11765;4;XI - Direito à Segurança Pública e ao Acesso à Justiça;Acesso a Justiça em Concurso Público;A Juventude em Concursos Públicos com acesso a Justiça rápida para solucionar problemas decorrentes de editais que prejudicam o jovem até a fase adulta.;Acesso à justiça (27%);Direito de acesso à justiça (24%);Jovem (24%);Juventude (23%);Internet rápida (22%);;;;;;;;;
11766;287;XI - Direito à Segurança Pública e ao Acesso à Justiça;Acesso à justiça e reparação aos militares oriundos do concurso público da Aeronáutica e Fuzileiros Navais oriundos do concurso público da Marinha;"Essa proposta visa permitir o acesso à justiça e a reparação sobre a aberração jurídica que ocorreu com milhares de jovens que prestaram concurso público federal para soldado da Aeronáutica (CESD) e para Fuzileiros Navais através do concurso público federal da Marinha.

 Os militares foram desligados/licenciados na época sem o processo administrativo disciplinar, contrariando o que rege a CF/88, pois nos editais não haviam temporariedade.";Concurso público (30%);Concurso (24%);Investigação social para concurso público (22%);Processo administrativo disciplinar (22%);Concurso de pessoas (20%);;;;;;;;;
11767;8;I - Direito à Cidadania, à Participação Social e Política e à Representação Juvenil;Juventudes na Formulação de Políticas Públicas: criar canais de participação online;Estabelecer canais de participação online para incluir jovens negros, pobres e periféricos nas discussões sobre políticas públicas, em especial para as juventudes. Buscar envolver comunicadores (as) populares, ativistas digitais e movimentos sociais.;Movimentos sociais (25%);Periféricos (24%);Ativistas ambientais (21%);Políticas sociais (21%);Políticas públicas (20%);;;;;;;;;
11768;7;VI - Direito à Cultura;Casa Cultural Na Aldeia Para A Juventude Indígena;Tem como objetivo, fazer exposição de artesanato, história escrita em guarani e traduzida para o português, alfabeto guarani e entre outras coisas a mais da cultura guarani para os visitantes não indígena que visitam a nossa aldeia. Além disso, essa casa cultural, também tem como objetivo a apresentação do coral, que tem membros do coral a juventude da aldeia. A proposta dessa casa cultural é para receber os visitantes não indígena e mostrar a;Guarani (42%);Índios Guarani (38%);Índio Guarani (36%);Aldeia indígena (36%);Coral (29%);;;;;;;;;
11769;17;IV - Direito à Diversidade e à Igualdade;Implementação de políticas de inserção ao mercado de trabalho para Jovens da comunidade  LGBTQIAPN+;Fomentar parcerias com instituições acadêmicas, empresas e organizações locais para oferecer bolsas de estudo, estágios e oportunidades de emprego exclusivas para jovens LGBTQIAPN+. Isso ajudará a promover a inclusão e garantir que os jovens tenham acesso igual a oportunidades educacionais e de emprego, fornecendo-lhes recursos, conhecimentos e um espaço seguro para se expressarem, desenvolverem habilidades pessoais e profissionais, promovendo a igualdade de direitos e a inclusão.;Igualdade de oportunidades (30%);Oportunidades educacionais (27%);Igualdade de oportunidades (educação) (27%);Emprego (23%);Bolsas de estudo (22%);;;;;;;;;
11770;13;II - Direito à Educação;Programa de Monitoria e Assistência estudantil;"Criação de um portal, também disponível em formato de aplicativo voltado ao reforço escolar, com objetivo de fomentar a educação e ajudar aqueles jovens que precisam abdicar do seu trabalho para estar dentro da Escola ou da Universidade, sendo ela pública ou privada.  
Obj: monitoria remunerada para ajudar e garantir a permanência estudantil, incentivando os jovens a não desanimarem com a Escola ou Universidade por dificuldades financeiras e diminuindo o número da evasão escolar e universitária";Universidade pública (24%);Evasão escolar (24%);Universidade (23%);Escola privada (23%);Escola pública (22%);;;;;;;;;
11771;6;II - Direito à Educação;Investimento em Campanhas de promoção da Educação de Jovens e Adultos (EJA);Considerando a alta taxa de evasão escolar, sobretudo para jovens acima de 16 anos, o projeto prevê aumento no investimento em Campanhas e divulgação da Educação de Jovens e Adultos (EJA) tal qual programas de mobilização para que essa população complete seu ciclo escolar através da modalidade. O projeto deve estar aliado ao PNE (2014-2024) que estabelece como uma de suas metas o aumento da oferta de EJA pra pelo menos 25% das matrículas no Ensino Fundamental e Médio.;EJA (30%);Educação de jovens e adultos (26%);Projeto de investimento (24%);Evasão escolar (23%);Oferta escolar (22%);;;;;;;;;
11773;7;XII - Sistema Nacional de Juventude - SINAJUVE;Casa da juventude;"Destinação de verbas para que os municípios que fazem adesão ao SINAJUVE possam construir um projeto chamado ""casa da juventude"", que consiste em um espaço de acolhimento aos jovens para realização de oficinas e atividades socioeducativas para qualificação social e profissional, bem como um local de fortalecimento de vínculos e debates para políticas publicas da pasta da juventude, e para ser a sede do conselho municipal da juventude.";Juventude (38%);Direitos da juventude (35%);Juventude e consumo (27%);Etnologia, Ilha da Juventude (26%);Serviço social junto à juventude (25%);;;;;;;;;
11774;7;;Fortalecimento da Participação Ativa da Juventude Brasileira na Tomada de Decisões Políticas e Sociais;"Resumo da Proposta:

Contexto:
A juventude brasileira é uma parte essencial da sociedade, com um papel significativo na construção do futuro do país. No entanto, muitas vezes, a voz e as necessidades dos jovens são sub-representadas na política e nas discussões sociais.

Objetivo:
Esta proposta tem como objetivo promover e fortalecer a participação ativa dos jovens brasileiros na tomada de dec";Jovens (23%);Resumo (19%);Direito objetivo (19%);Objetivo nacional (18%);Participação na gestão (18%);;;;;;;;;
11775;10;III - Direito à Profissionalização, ao Trabalho e à Renda;"Programa Nacional de Empregabilidade Jovem - ""Jovens em Ação""";"Resumo da Proposta:

Contexto:
A taxa de desemprego entre os jovens brasileiros é preocupante. Para combater esse problema e promover oportunidades econômicas para a juventude, propomos a criação do Programa Nacional de Empregabilidade Jovem, também conhecido como ""Jovens em Ação"".

Objetivo:
Esta proposta visa reduzir o desemprego jovem no Brasil, oferecendo uma abordagem abrangente que combina treinamento, estágios, incentivos às e";Desemprego (31%);Jovem (28%);Auxílio desemprego (24%);Auxílio-desemprego (24%);Seguro desemprego (23%);;;;;;;;;
11776;3;II - Direito à Educação;Criação de Políticas Públicas em Combate ao Abandono e Evasão Escolar;Segundo pesquisa recente, cerca de 2 milhões de crianças e adolescentes não frequentam a escola. A situação se tornou mais crítica durante a pandemia de Covid em que, de acordo com o INEP, a taxa de abandono escolar mais que dobrou. Desta forma, se faz necessário a criação de políticas públicas visando combater esse fenômeno, através principalmente de parcerias com órgãos de assistência social que façam o acompanhamento dos estudantes oferecendo suporte sobretudo para famílias mais vulneráveis.;Fenômeno social (19%);Direito de crítica (19%);Direito de abandono (18%);Crítica de dados (17%);Abandono escolar (17%);;;;;;;;;
11777;1;IV - Direito à Diversidade e à Igualdade;Assunto: Solicitação de implementação da Língua Brasileira de Sinais (Libras) nas escolas públicas.;Aprender a linguagem de sinais nas escolas traz uma série de benefícios significativos. Primeiro, promove a inclusão social, permitindo uma melhor interação e comunicação com pessoas surdas. Isso ajuda a quebrar barreiras de comunicação e cria um ambiente mais inclusivo para todos os alunos. Além disso, aprender desenvolve habilidades de empatia e respeito pelas diferenças. Os alunos aprendem a se comunicar de forma mais efetiva e compreender as necessidades e perspectivas das pessoas surdas.;Barreiras de linguagem (22%);Comunicação (21%);Política de comunicação (20%);Alunos (20%);Sistema de comunicação (20%);;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
